Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
10/15/2023 14:30:54,V6,Slab,"Sloper, Undercling",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,Maybe
10/15/2023 14:34:26,V6,Slab,"Sloper, Undercling, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Yes,Maybe
10/15/2023 14:36:58,V6,Slab,"Sloper, Undercling, Side-pull",4,No,,"Lack familiarity with the move, Footwork issue",,No,Maybe,No,,Yes,Maybe
10/15/2023 14:38:33,V5,Vertical,"Jug, Sloper, Side-pull",2,Yes,5,,,No,Maybe,Maybe,,Yes,No
10/15/2023 14:40:52,V6,Vertical,"Sloper, Undercling, Side-pull",5,No,,"Suboptimal sequence, Too nervous",,No,No,No,,Maybe,No
10/15/2023 14:43:14,V6,Slab,"Crimp, Sloper, Undercling, Side-pull",6,No,,"Cannot grab on to the hold, Footwork issue, Too tired",,No,No,Maybe,,Yes,Maybe
10/15/2023 14:46:07,V6,Vertical,"Crimp, Sloper, Undercling, Side-pull",6,Yes,6,,,Maybe,Maybe,Yes,,Yes,Yes
10/15/2023 14:49:29,V5,Vertical,"Crimp, Sloper, Side-pull",1,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
10/15/2023 14:51:21,V5,Vertical,"Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Maybe,Maybe
10/15/2023 14:53:23,V5,Vertical,"Jug, Crimp, Sloper, Side-pull",4,No,,Beta to the next move,,No,No,Maybe,,Maybe,Maybe
10/20/2023 15:40:10,V4,Vertical,"Jug, Side-pull",2,No,,Beta to the next move,,No,No,No,,Maybe,No
10/20/2023 15:43:21,V4,Vertical,"Jug, Sloper, Side-pull",4,Yes,6,,,No,Maybe,Maybe,,Yes,Maybe
10/20/2023 15:46:21,V5,Vertical,"Jug, Sloper, Side-pull",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
10/20/2023 15:49:12,V5,Vertical,"Jug, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
10/20/2023 15:52:17,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,Maybe
10/20/2023 15:54:14,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,Maybe
10/20/2023 15:57:02,V4,Slab,"Edge, Undercling, Side-pull",1,Yes,7,,,No,Maybe,No,,Yes,Yes
10/20/2023 16:00:02,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,No
10/20/2023 16:03:23,V5,Vertical,"Jug, Sloper, Undercling, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,No,,Maybe,No
10/20/2023 16:06:12,V5,Roof,"Jug, Crimp, Side-pull",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Maybe,,Maybe,No
10/20/2023 16:09:06,V5,Roof,"Crimp, Side-pull",2,No,,"Cannot grab on to the hold, Wrong body position",,No,No,Maybe,,Maybe,Maybe
10/20/2023 16:11:32,V5,Roof,"Crimp, Side-pull",3,No,,Suboptimal sequence,,No,No,No,,Maybe,Maybe
10/20/2023 16:16:02,V5,Roof,"Crimp, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,Maybe,,Maybe,Maybe
10/20/2023 16:18:46,V5,Roof,"Crimp, Side-pull",5,No,,Second half,,No,Maybe,Yes,,Yes,Maybe
10/20/2023 16:25:25,V6,Roof,"Jug, Crimp, Pinch, Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,No
10/20/2023 16:28:21,V6,Arête,"Edge, Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/20/2023 16:33:17,V6,Roof,"Jug, Edge, Sloper, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold, Too tired",,No,Maybe,Maybe,,Yes,Maybe
10/20/2023 16:36:23,V6,Arête,"Edge, Crimp, Sloper, Side-pull",3,No,,"Beta to the next move, Too tired",,No,No,Maybe,,Yes,Maybe
10/20/2023 16:39:02,V6,Arête,"Jug, Pinch, Sloper, Side-pull",4,No,,"Suboptimal sequence, Too tired",,No,Maybe,Maybe,,Maybe,No
10/20/2023 16:44:05,V5,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,No,Maybe
10/24/2023 9:48:39,V4,Vertical,"Crimp, Side-pull",2,No,,Suboptimal sequence,,No,No,No,,Maybe,No
10/24/2023 9:50:28,V4,Vertical,"Crimp, Side-pull",3,Yes,6,,,No,Maybe,Maybe,,Yes,Maybe
10/24/2023 9:54:37,V5,Overhang,"Jug, Crimp, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/24/2023 9:56:01,V5,Overhang,"Jug, Crimp, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,No,No
10/24/2023 9:57:52,V5,Overhang,"Jug, Crimp, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence, Footwork issue",,No,No,No,,Maybe,No
10/24/2023 10:00:11,V5,Overhang,"Jug, Sloper, Pocket, Side-pull",4,Yes,3,,,No,Maybe,Maybe,,Maybe,Maybe
10/24/2023 10:05:03,V6,Roof,"Jug, Undercling, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
10/24/2023 10:06:59,V6,Roof,"Jug, Pocket, Undercling, Side-pull",3,No,,"Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Maybe,,Maybe,No
10/24/2023 10:10:19,V6,Roof,"Jug, Pocket",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/24/2023 10:12:55,V6,Roof,"Jug, Pocket, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/24/2023 10:16:48,V6,Overhang,"Jug, Pocket, Side-pull",7,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
10/24/2023 10:19:23,V6,Roof,"Jug, Pocket, Side-pull",9,No,,Suboptimal sequence,,No,No,No,,Yes,Maybe
10/24/2023 10:21:09,V6,Roof,"Jug, Pocket, Side-pull",10,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/24/2023 10:24:32,V6,Roof,"Jug, Edge, Crimp, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Maybe,,Maybe,Maybe
10/24/2023 10:28:27,V6,Roof,"Jug, Crimp, Sloper",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Yes,No
10/24/2023 10:29:00,V6,Roof,"Jug, Crimp, Sloper",4,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,No
10/24/2023 10:31:00,V6,Roof,"Jug, Crimp, Sloper",5,No,,"Suboptimal sequence, Lack familiarity with the move, Too tired",,No,Maybe,Yes,,Yes,No
10/24/2023 10:33:50,V6,Roof,"Jug, Crimp, Sloper, Undercling, Side-pull",6,No,,"Lack familiarity with the move, Footwork issue",,No,Maybe,Maybe,,Yes,No
10/24/2023 10:36:20,V6,Roof,"Jug, Crimp, Sloper, Undercling, Side-pull",7,No,,Footwork issue,,No,No,Yes,,Maybe,No
10/24/2023 10:38:08,V6,Roof,"Jug, Crimp, Sloper, Undercling",8,No,,Suboptimal sequence,,No,No,No,,Maybe,No
10/24/2023 10:45:19,V6,Arête,"Jug, Crimp, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,No
10/24/2023 10:47:32,V6,Arête,"Jug, Crimp, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Yes,Maybe
10/24/2023 10:51:01,V6,Arête,"Jug, Crimp, Side-pull",3,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Maybe,Maybe
10/24/2023 10:53:20,V6,Arête,"Jug, Crimp, Side-pull",5,Yes,6,,,No,Maybe,Yes,,Maybe,Maybe
10/24/2023 10:57:55,V5,Arête,"Edge, Sloper, Side-pull",1,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
10/24/2023 10:59:42,V5,Arête,"Edge, Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
10/24/2023 11:02:20,V5,Arête,"Edge, Sloper, Side-pull",3,No,,"Beta to the next move, Cannot grab on to the hold, Footwork issue",,No,No,No,,Maybe,Maybe
10/24/2023 11:03:30,V5,Arête,"Edge, Sloper, Side-pull",5,No,,Footwork issue,,No,Maybe,No,,Maybe,No
10/24/2023 11:05:30,V5,Arête,"Pinch, Sloper, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
10/24/2023 11:06:57,V5,Arête,"Sloper, Side-pull",6,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Yes,Yes
10/24/2023 11:10:20,V5,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,No,Maybe
10/24/2023 11:12:44,V5,Overhang,"Jug, Sloper, Undercling",1,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Maybe,No
10/24/2023 11:15:24,V5,Overhang,"Jug, Sloper, Undercling",2,No,,Suboptimal sequence,,Maybe,Maybe,Maybe,,Maybe,No
10/24/2023 11:18:10,V5,Overhang,"Jug, Sloper, Undercling",3,No,,"Suboptimal sequence, Too tired",,No,Maybe,Yes,,Maybe,No
10/27/2023 15:04:15,V4,Roof,"Jug, Sloper, Side-pull",1,Yes,6,,,Maybe,Maybe,Yes,,Yes,Maybe
10/27/2023 15:07:10,V5,Slab,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,Maybe
10/27/2023 15:10:48,V5,Slab,"Crimp, Sloper, Undercling, Side-pull",2,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Yes,Yes
10/27/2023 15:13:53,V5,Slab,"Crimp, Sloper, Undercling, Side-pull",3,No,,"Suboptimal sequence, Cannot grab on to the hold",,Maybe,Maybe,Yes,,Yes,Maybe
10/27/2023 15:18:31,V5,Slab,"Crimp, Sloper, Undercling, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move",,Maybe,Maybe,Yes,,Yes,Yes
10/27/2023 15:20:52,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
10/27/2023 15:23:18,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move, Footwork issue",,No,No,Maybe,,Maybe,No
10/27/2023 15:25:50,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",3,No,,Suboptimal sequence,,No,Maybe,Maybe,,Yes,Maybe
10/27/2023 15:29:56,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,No
10/27/2023 15:32:48,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",6,No,,"Suboptimal sequence, Footwork issue",,No,No,No,,Maybe,Maybe
10/27/2023 15:37:18,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",7,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Yes,No
10/27/2023 15:40:27,V5,Arête,"Crimp, Sloper, Undercling, Side-pull",7,No,,Beta to the next move,,No,No,Yes,,Yes,Maybe
10/27/2023 15:44:23,V6,Roof,"Jug, Edge, Pinch, Sloper, Side-pull",1,No,,Beta to the next move,,No,Maybe,Yes,,Yes,Maybe
10/27/2023 15:47:47,V6,Roof,"Jug, Sloper, Side-pull",2,No,,"Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Yes,,Yes,No
10/27/2023 15:52:14,V6,Roof,"Edge, Pinch, Sloper, Side-pull",4,Yes,6,,,Maybe,Yes,Yes,,Yes,Yes
10/27/2023 15:59:53,V7,Vertical,"Edge, Pinch, Side-pull",2,No,,Beta to the next move,,No,Maybe,Yes,,Maybe,No
10/27/2023 16:01:47,V7,Vertical,"Edge, Pinch, Side-pull",2,No,,Suboptimal sequence,,No,No,Yes,,Maybe,No
10/27/2023 16:05:40,V7,Vertical,"Edge, Pinch, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,Maybe
10/27/2023 16:11:07,V5,Vertical,"Jug, Crimp, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Maybe,No
10/27/2023 16:14:11,V5,Vertical,"Crimp, Side-pull",2,Yes,6,,,Maybe,Yes,Yes,,Yes,Maybe
10/27/2023 16:19:14,V7,Slab,"Jug, Pinch, Undercling, Side-pull",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
10/27/2023 16:21:54,V5,Vertical,Edge,1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,Maybe
10/27/2023 16:24:13,V5,Slab,"Edge, Crimp, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence, Cannot grab on to the hold",,No,No,No,,Yes,No
11/3/2023 15:39:41,V4,Vertical,"Jug, Crimp, Sloper, Undercling, Side-pull",1,Yes,6,,,No,Yes,Yes,,Yes,Maybe
11/3/2023 15:42:41,V5,Slab,"Crimp, Sloper, Side-pull",1,No,,"Lack familiarity with the move, Footwork issue",,No,No,Yes,,Maybe,No
11/3/2023 15:46:07,V5,Slab,"Crimp, Sloper, Undercling, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,Maybe,No
11/3/2023 15:51:24,V5,Arête,"Crimp, Sloper, Side-pull",1,No,,"Suboptimal sequence, Lack familiarity with the move, Footwork issue",,No,Maybe,No,,Maybe,No
11/3/2023 15:53:49,V5,Arête,"Jug, Crimp, Side-pull",2,No,,"Cannot grab on to the hold, Footwork issue",,No,No,No,,Maybe,Maybe
11/3/2023 15:57:43,V5,Roof,"Jug, Sloper, Side-pull",1,No,,Lack familiarity with the move,,No,Maybe,Maybe,,No,Maybe
11/3/2023 15:59:49,V5,Roof,"Jug, Crimp, Pinch, Sloper, Side-pull",2,Yes,6,,,No,Maybe,Yes,,Maybe,No
11/3/2023 16:04:08,V6,Overhang,"Jug, Pinch, Side-pull",1,Yes,6,,,No,No,Yes,,Maybe,No
11/3/2023 16:08:38,V6,Overhang,"Sloper, Side-pull",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Maybe,No
11/3/2023 16:10:39,V6,Overhang,"Jug, Sloper, Undercling",2,No,,Suboptimal sequence,,No,No,Maybe,,Maybe,No
11/3/2023 16:14:42,V6,Overhang,"Jug, Sloper, Undercling, Side-pull",3,Yes,7,,,Maybe,No,Yes,,Yes,Maybe
11/3/2023 16:21:25,V5,Vertical,"Crimp, Sloper, Side-pull",2,No,,"Cannot grab on to the hold, Wrong body position",,No,No,Yes,,Maybe,No
11/3/2023 16:24:54,V5,Vertical,"Jug, Sloper, Side-pull",2,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
11/3/2023 16:31:27,V7,Vertical,"Edge, Pinch, Side-pull",1,No,,Beta to the next move,,No,No,Yes,,Maybe,Maybe
11/3/2023 16:31:53,V7,Vertical,"Edge, Pinch, Side-pull",4,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
11/3/2023 16:35:48,V7,Roof,"Jug, Pinch",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,Yes,No
11/3/2023 16:38:04,V7,Roof,"Crimp, Sloper, Side-pull",2,No,,Footwork issue,,No,No,No,,No,No
11/3/2023 16:39:43,V7,Roof,"Crimp, Sloper, Side-pull",3,No,,"Lack familiarity with the move, Cannot grab on to the hold",,Yes,No,Yes,,Maybe,No
11/3/2023 16:41:56,V7,Roof,"Crimp, Sloper, Side-pull",4,No,,Cannot grab on to the hold,,No,No,Yes,,Yes,Maybe
11/3/2023 16:44:16,V7,Roof,"Crimp, Sloper, Side-pull",5,No,,"Beta to the next move, Too tired",,Maybe,No,Yes,,Yes,Maybe
11/3/2023 16:47:53,V6,Roof,Jug,2,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,Yes,Yes,,Maybe,No
11/5/2023 12:23:56,V4,Vertical,"Crimp, Side-pull",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,No,,Yes,Maybe
11/5/2023 12:46:30,V6,Vertical,"Edge, Sloper, Side-pull",1,Yes,6,,,No,Maybe,Yes,,Maybe,Maybe
11/5/2023 12:58:43,V5,Arête,"Sloper, Side-pull",1,Yes,7,,,Maybe,No,Yes,,Yes,Maybe
11/5/2023 13:03:54,V8,Roof,"Jug, Pinch, Side-pull",3,No,,Beta to the next move,,No,No,Yes,,Maybe,No
11/5/2023 13:12:03,V8,Roof,"Jug, Pinch, Sloper",3,No,,Beta to the next move,,Maybe,No,Yes,,No,No
11/5/2023 13:16:11,V8,Roof,"Pinch, Sloper",4,No,,"Beta to the next move, Cannot grab on to the hold",,Maybe,No,Yes,,No,No
11/5/2023 13:52:20,V5,Arête,"Jug, Crimp",3,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Yes,Maybe
11/5/2023 13:59:51,V5,Vertical,"Crimp, Sloper, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
11/10/2023 9:44:34,V4,Slab,"Sloper, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,No
11/10/2023 9:45:48,V4,Slab,"Sloper, Side-pull",3,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,Maybe
11/10/2023 9:47:07,V4,Slab,"Sloper, Side-pull",4,No,,"Lack familiarity with the move, Cannot grab on to the hold, Wrong body position",,No,No,Maybe,,Yes,Yes
11/10/2023 9:50:02,V4,Slab,"Sloper, Side-pull",5,Yes,7,,,No,No,Maybe,,Yes,Yes
11/10/2023 9:55:28,V5,Vertical,"Jug, Pinch, Undercling",2,No,,Beta to the next move,,No,No,No,,Maybe,No
11/10/2023 9:58:18,V5,Vertical,"Jug, Pinch, Undercling",4,No,,Beta to the next move,,No,No,No,,Maybe,No
11/10/2023 10:00:33,V5,Vertical,"Jug, Pinch, Undercling, Side-pull",5,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Maybe,No
11/10/2023 10:03:54,V5,Vertical,"Jug, Pinch, Undercling, Side-pull",6,No,,Cannot grab on to the hold,,No,Maybe,Yes,,Yes,Maybe
11/10/2023 10:07:36,V5,Roof,"Jug, Pinch",1,No,,Beta to the next move,,No,No,No,,Maybe,No
11/10/2023 10:09:56,V5,Roof,"Jug, Pinch",2,No,,Beta to the next move,,No,No,No,,Maybe,No
11/10/2023 10:13:05,V5,Roof,"Jug, Pinch",3,No,,Beta to the next move,,No,No,No,,Maybe,No
11/10/2023 10:16:39,V5,Roof,"Jug, Pinch, Undercling",5,No,,"Beta to the next move, Footwork issue",,No,No,No,,Maybe,No
11/10/2023 10:27:17,V5,Vertical,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
11/10/2023 10:29:39,V5,Slab,"Jug, Sloper",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
11/10/2023 10:32:50,V5,Slab,"Jug, Sloper, Side-pull",3,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,Maybe
11/10/2023 10:35:38,V5,Vertical,"Jug, Sloper, Side-pull",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Yes,,Maybe,No
11/10/2023 10:42:45,V5,Slab,"Jug, Sloper, Side-pull",5,No,,Suboptimal sequence,,No,Maybe,Maybe,,Maybe,No
11/10/2023 10:43:57,V5,Slab,"Jug, Crimp, Sloper, Side-pull",6,Yes,7,,,No,No,Yes,,Yes,Maybe
11/10/2023 10:47:56,V6,Roof,Crimp,1,No,,"Beta to the next move, Footwork issue",,No,No,No,,No,No
11/10/2023 10:50:25,V5,Vertical,"Crimp, Undercling, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
11/10/2023 10:52:08,V5,Vertical,"Jug, Crimp, Undercling, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,Maybe
11/10/2023 10:54:53,V5,Vertical,"Jug, Crimp, Undercling, Side-pull",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Maybe,No
11/10/2023 10:57:55,V5,Vertical,"Jug, Crimp, Undercling",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
11/10/2023 11:02:16,V5,Roof,"Jug, Edge, Side-pull",4,No,,Cannot grab on to the hold,,No,Yes,No,,Maybe,No
11/10/2023 11:05:47,V5,Vertical,"Jug, Crimp, Undercling, Side-pull",5,No,,"Beta to the next move, Cannot grab on to the hold",,No,Yes,Maybe,,Maybe,Maybe
11/10/2023 11:08:09,V5,Vertical,"Jug, Crimp, Undercling, Side-pull",6,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Maybe,No
11/10/2023 11:15:15,V5,Slab,"Sloper, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,Yes
11/10/2023 11:18:20,V5,Slab,"Sloper, Side-pull",5,No,,"Cannot grab on to the hold, Wrong body position",,No,Yes,No,,No,Yes
11/10/2023 11:21:49,V5,Vertical,"Pinch, Sloper, Side-pull",2,No,,Beta to the next move,,No,No,No,,No,No
11/10/2023 11:24:24,V4,Slab,"Crimp, Sloper, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,No,Maybe,No,,Yes,Yes
11/10/2023 11:25:54,V4,Arête,"Crimp, Sloper, Side-pull",2,No,,"Suboptimal sequence, Wrong body position",,No,No,No,,No,Maybe
11/10/2023 11:27:50,V4,Arête,"Crimp, Sloper, Side-pull",3,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
11/10/2023 11:30:45,V4,Arête,"Crimp, Sloper, Side-pull",4,No,,"Cannot grab on to the hold, Dry fire",,No,Maybe,No,,No,Maybe
11/10/2023 11:33:06,V4,Arête,"Crimp, Side-pull",5,No,,"Suboptimal sequence, Lack familiarity with the move",,No,Maybe,Maybe,,No,No
11/10/2023 11:35:44,V4,Arête,"Crimp, Sloper, Side-pull",5,Yes,5,,,No,No,No,,Yes,Yes
11/10/2023 11:38:27,V4,Vertical,Pinch,1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
11/10/2023 11:40:54,V4,Vertical,"Edge, Pinch, Side-pull",2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,No,,Maybe,Maybe
11/10/2023 11:42:34,V4,Vertical,"Edge, Pinch, Side-pull",3,No,,Suboptimal sequence,,No,Maybe,No,,No,No
11/10/2023 11:45:34,V4,Vertical,"Pinch, Side-pull",4,No,,Cannot grab on to the hold,,No,Maybe,No,,Yes,Yes
11/10/2023 11:48:10,V4,Roof,Jug,1,No,,"Suboptimal sequence, Too tired",,No,No,Maybe,,Maybe,No
11/14/2023 14:09:52,V4,Overhang,"Pinch, Sloper",1,No,,Lack familiarity with the move,,No,No,No,,Yes,No
11/14/2023 14:11:28,V4,Overhang,"Pinch, Sloper",2,No,,"Beta to the next move, Suboptimal sequence, Footwork issue",,No,No,No,,Maybe,No
11/14/2023 14:14:14,V4,Overhang,"Pinch, Sloper",3,No,,Beta to the next move,,No,No,No,,Maybe,No
11/14/2023 14:16:22,V4,Overhang,"Jug, Pinch, Sloper",5,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Yes,Maybe
11/14/2023 14:18:03,V4,Overhang,"Jug, Pinch, Sloper",7,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,Maybe
11/14/2023 14:20:03,V4,Overhang,"Jug, Pinch, Sloper",9,No,,Beta to the next move,,No,No,Maybe,,Yes,No
11/14/2023 14:25:30,V4,Overhang,"Jug, Pinch, Sloper, Side-pull",11,No,,"Suboptimal sequence, Too tired",,No,No,Yes,,Maybe,No
11/14/2023 14:30:30,V4,Overhang,"Jug, Pinch, Sloper",13,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Maybe,No
11/14/2023 14:32:47,V4,Overhang,"Jug, Pinch, Sloper",14,No,,Cannot grab on to the hold,,No,No,Yes,,Yes,No
11/14/2023 14:35:19,V4,Overhang,"Jug, Pinch, Sloper, Side-pull",15,Yes,7,,,No,No,Yes,,Yes,Yes
11/14/2023 14:42:32,V5,Vertical,"Crimp, Pinch, Side-pull",2,No,,Beta to the next move,,No,No,No,,Maybe,No
11/14/2023 14:46:14,V5,Overhang,"Jug, Sloper, Undercling, Side-pull",1,No,,"Beta to the next move, Suboptimal sequence, Lack familiarity with the move",,Yes,Maybe,Yes,,Maybe,No
11/14/2023 14:48:34,V5,Overhang,"Jug, Sloper, Undercling, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,Yes,Yes,Yes,,Yes,Maybe
11/14/2023 14:50:37,V5,Overhang,"Jug, Sloper, Undercling, Side-pull",3,Yes,7,,,Yes,Maybe,Yes,,Yes,Maybe
11/14/2023 14:55:01,V6,Vertical,Crimp,2,No,,Cannot grab on to the hold,,No,No,No,,No,No
11/14/2023 14:57:29,V6,Vertical,Crimp,3,No,,Cannot grab on to the hold,,No,No,No,,No,No
11/14/2023 14:59:46,V6,Roof,"Jug, Crimp, Sloper",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,No
11/14/2023 15:01:30,V6,Roof,"Jug, Crimp, Sloper",2,No,4,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Yes,No
11/14/2023 15:04:03,V6,Roof,"Jug, Crimp, Sloper",3,No,,Footwork issue,,No,Maybe,No,,Maybe,Maybe
11/14/2023 15:08:44,V6,Roof,"Jug, Crimp, Sloper, Undercling, Side-pull",3,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Yes,Yes
11/14/2023 15:10:17,V6,Roof,"Jug, Crimp, Sloper, Side-pull",4,No,,Suboptimal sequence,,No,No,Yes,,Maybe,No
11/14/2023 15:13:55,V6,Roof,"Jug, Crimp, Sloper, Undercling, Side-pull",5,No,,,,Maybe,No,Yes,,Yes,Maybe
11/14/2023 15:17:56,V7,Overhang,"Sloper, Side-pull",2,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Yes,Maybe
11/14/2023 15:19:38,V7,Overhang,"Sloper, Side-pull",4,No,,"Beta to the next move, Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,Yes,No
11/14/2023 15:22:55,V7,Overhang,"Crimp, Side-pull",1,No,,"Beta to the next move, Lack familiarity with the move",,No,Yes,Maybe,,Maybe,Maybe
